
Pavarde       Vardas         Galutinis (Vid.)    Galutinis (Med.)    
Pavarde2672    Vardas2672     3.80                x.xx                
Pavarde4449    Vardas4449     3.80                x.xx                
Pavarde3924    Vardas3924     3.80                x.xx                
Pavarde4279    Vardas4279     3.81                x.xx                
Pavarde7391    Vardas7391     3.81                x.xx                
Pavarde8395    Vardas8395     3.81                x.xx                
Pavarde3730    Vardas3730     3.81                x.xx                
Pavarde5265    Vardas5265     3.81                x.xx                
Pavarde2203    Vardas2203     3.81                x.xx                
Pavarde2564    Vardas2564     3.81                x.xx                
Pavarde1449    Vardas1449     3.81                x.xx                
Pavarde8987    Vardas8987     3.81                x.xx                
Pavarde2730    Vardas2730     3.81                x.xx                
Pavarde4529    Vardas4529     3.81                x.xx                
Pavarde9522    Vardas9522     3.81                x.xx                
Pavarde284     Vardas284      3.81                x.xx                
Pavarde1810    Vardas1810     3.83                x.xx                
Pavarde612     Vardas612      3.83                x.xx                
Pavarde877     Vardas877      3.83                x.xx                
Pavarde7260    Vardas7260     3.83                x.xx                
Pavarde1534    Vardas1534     3.83                x.xx                
Pavarde9231    Vardas9231     3.83                x.xx                
Pavarde8651    Vardas8651     3.83                x.xx                
Pavarde4478    Vardas4478     3.83                x.xx                
Pavarde4399    Vardas4399     3.83                x.xx                
Pavarde7331    Vardas7331     3.83                x.xx                
Pavarde3531    Vardas3531     3.83                x.xx                
Pavarde2522    Vardas2522     3.83                x.xx                
Pavarde8026    Vardas8026     3.83                x.xx                
Pavarde4988    Vardas4988     3.83                x.xx                
Pavarde2901    Vardas2901     3.83                x.xx                
Pavarde3130    Vardas3130     3.83                x.xx                
Pavarde9803    Vardas9803     3.83                x.xx                
Pavarde9758    Vardas9758     3.83                x.xx                
Pavarde4722    Vardas4722     3.83                x.xx                
Pavarde810     Vardas810      3.83                x.xx                
Pavarde3687    Vardas3687     3.83                x.xx                
Pavarde8333    Vardas8333     3.83                x.xx                
Pavarde1469    Vardas1469     3.83                x.xx                
Pavarde5420    Vardas5420     3.84                x.xx                
Pavarde6615    Vardas6615     3.84                x.xx                
Pavarde6941    Vardas6941     3.84                x.xx                
Pavarde671     Vardas671      3.84                x.xx                
Pavarde1792    Vardas1792     3.84                x.xx                
Pavarde1584    Vardas1584     3.84                x.xx                
Pavarde960     Vardas960      3.84                x.xx                
Pavarde5280    Vardas5280     3.84                x.xx                
Pavarde1418    Vardas1418     3.84                x.xx                
Pavarde9497    Vardas9497     3.84                x.xx                
Pavarde5154    Vardas5154     3.84                x.xx                
Pavarde7962    Vardas7962     3.85                x.xx                
Pavarde3180    Vardas3180     3.85                x.xx                
Pavarde839     Vardas839      3.85                x.xx                
Pavarde7051    Vardas7051     3.85                x.xx                
Pavarde6898    Vardas6898     3.85                x.xx                
Pavarde6777    Vardas6777     3.85                x.xx                
Pavarde4681    Vardas4681     3.85                x.xx                
Pavarde3728    Vardas3728     3.85                x.xx                
Pavarde549     Vardas549      3.85                x.xx                
Pavarde7556    Vardas7556     3.85                x.xx                
Pavarde3225    Vardas3225     3.85                x.xx                
Pavarde8639    Vardas8639     3.85                x.xx                
Pavarde5583    Vardas5583     3.85                x.xx                
Pavarde871     Vardas871      3.85                x.xx                
Pavarde5184    Vardas5184     3.85                x.xx                
Pavarde9277    Vardas9277     3.85                x.xx                
Pavarde7843    Vardas7843     3.85                x.xx                
Pavarde5083    Vardas5083     3.85                x.xx                
Pavarde6964    Vardas6964     3.85                x.xx                
Pavarde9581    Vardas9581     3.85                x.xx                
Pavarde2178    Vardas2178     3.85                x.xx                
Pavarde9087    Vardas9087     3.85                x.xx                
Pavarde9296    Vardas9296     3.85                x.xx                
Pavarde1485    Vardas1485     3.85                x.xx                
Pavarde958     Vardas958      3.85                x.xx                
Pavarde8902    Vardas8902     3.85                x.xx                
Pavarde1298    Vardas1298     3.85                x.xx                
Pavarde6994    Vardas6994     3.85                x.xx                
Pavarde5055    Vardas5055     3.85                x.xx                
Pavarde238     Vardas238      3.87                x.xx                
Pavarde3753    Vardas3753     3.87                x.xx                
Pavarde6936    Vardas6936     3.87                x.xx                
Pavarde4237    Vardas4237     3.87                x.xx                
Pavarde6977    Vardas6977     3.87                x.xx                
Pavarde6446    Vardas6446     3.87                x.xx                
Pavarde4944    Vardas4944     3.87                x.xx                
Pavarde4208    Vardas4208     3.87                x.xx                
Pavarde3609    Vardas3609     3.87                x.xx                
Pavarde1181    Vardas1181     3.87                x.xx                
Pavarde9946    Vardas9946     3.87                x.xx                
Pavarde4820    Vardas4820     3.87                x.xx                
Pavarde6491    Vardas6491     3.87                x.xx                
Pavarde1340    Vardas1340     3.87                x.xx                
Pavarde5129    Vardas5129     3.87                x.xx                
Pavarde4466    Vardas4466     3.88                x.xx                
Pavarde244     Vardas244      3.88                x.xx                
Pavarde4136    Vardas4136     3.88                x.xx                
Pavarde981     Vardas981      3.88                x.xx                
Pavarde2958    Vardas2958     3.88                x.xx                
Pavarde6910    Vardas6910     3.88                x.xx                
Pavarde5119    Vardas5119     3.88                x.xx                
Pavarde2437    Vardas2437     3.88                x.xx                
Pavarde9598    Vardas9598     3.88                x.xx                
Pavarde9346    Vardas9346     3.88                x.xx                
Pavarde9160    Vardas9160     3.88                x.xx                
Pavarde5223    Vardas5223     3.88                x.xx                
Pavarde4779    Vardas4779     3.88                x.xx                
Pavarde1       Vardas1        3.88                x.xx                
Pavarde7480    Vardas7480     3.88                x.xx                
Pavarde950     Vardas950      3.88                x.xx                
Pavarde5687    Vardas5687     3.88                x.xx                
Pavarde4258    Vardas4258     3.88                x.xx                
Pavarde1598    Vardas1598     3.88                x.xx                
Pavarde8872    Vardas8872     3.88                x.xx                
Pavarde2932    Vardas2932     3.88                x.xx                
Pavarde5925    Vardas5925     3.88                x.xx                
Pavarde31      Vardas31       3.89                x.xx                
Pavarde7424    Vardas7424     3.89                x.xx                
Pavarde1467    Vardas1467     3.89                x.xx                
Pavarde1146    Vardas1146     3.89                x.xx                
Pavarde8841    Vardas8841     3.89                x.xx                
Pavarde4329    Vardas4329     3.89                x.xx                
Pavarde5581    Vardas5581     3.89                x.xx                
Pavarde2385    Vardas2385     3.89                x.xx                
Pavarde380     Vardas380      3.89                x.xx                
Pavarde1253    Vardas1253     3.89                x.xx                
Pavarde4157    Vardas4157     3.89                x.xx                
Pavarde9919    Vardas9919     3.89                x.xx                
Pavarde7061    Vardas7061     3.89                x.xx                
Pavarde5558    Vardas5558     3.89                x.xx                
Pavarde837     Vardas837      3.89                x.xx                
Pavarde6847    Vardas6847     3.89                x.xx                
Pavarde4313    Vardas4313     3.89                x.xx                
Pavarde2447    Vardas2447     3.91                x.xx                
Pavarde3312    Vardas3312     3.91                x.xx                
Pavarde1295    Vardas1295     3.91                x.xx                
Pavarde9357    Vardas9357     3.91                x.xx                
Pavarde7505    Vardas7505     3.91                x.xx                
Pavarde9642    Vardas9642     3.91                x.xx                
Pavarde1829    Vardas1829     3.91                x.xx                
Pavarde6534    Vardas6534     3.91                x.xx                
Pavarde824     Vardas824      3.91                x.xx                
Pavarde8037    Vardas8037     3.91                x.xx                
Pavarde9351    Vardas9351     3.91                x.xx                
Pavarde5594    Vardas5594     3.91                x.xx                
Pavarde8195    Vardas8195     3.91                x.xx                
Pavarde459     Vardas459      3.91                x.xx                
Pavarde6702    Vardas6702     3.91                x.xx                
Pavarde4566    Vardas4566     3.91                x.xx                
Pavarde9124    Vardas9124     3.91                x.xx                
Pavarde6714    Vardas6714     3.91                x.xx                
Pavarde9072    Vardas9072     3.91                x.xx                
Pavarde9252    Vardas9252     3.91                x.xx                
Pavarde5481    Vardas5481     3.91                x.xx                
Pavarde3483    Vardas3483     3.91                x.xx                
Pavarde7491    Vardas7491     3.91                x.xx                
Pavarde7142    Vardas7142     3.91                x.xx                
Pavarde5857    Vardas5857     3.91                x.xx                
Pavarde68      Vardas68       3.92                x.xx                
Pavarde4264    Vardas4264     3.92                x.xx                
Pavarde119     Vardas119      3.92                x.xx                
Pavarde1927    Vardas1927     3.92                x.xx                
Pavarde6364    Vardas6364     3.92                x.xx                
Pavarde1985    Vardas1985     3.93                x.xx                
Pavarde5562    Vardas5562     3.93                x.xx                
Pavarde7555    Vardas7555     3.93                x.xx                
Pavarde8805    Vardas8805     3.93                x.xx                
Pavarde9812    Vardas9812     3.93                x.xx                
Pavarde6583    Vardas6583     3.93                x.xx                
Pavarde2274    Vardas2274     3.93                x.xx                
Pavarde1865    Vardas1865     3.93                x.xx                
Pavarde2023    Vardas2023     3.93                x.xx                
Pavarde4162    Vardas4162     3.93                x.xx                
Pavarde4943    Vardas4943     3.93                x.xx                
Pavarde6734    Vardas6734     3.93                x.xx                
Pavarde3837    Vardas3837     3.93                x.xx                
Pavarde8504    Vardas8504     3.93                x.xx                
Pavarde2030    Vardas2030     3.93                x.xx                
Pavarde11      Vardas11       3.93                x.xx                
Pavarde1308    Vardas1308     3.93                x.xx                
Pavarde8931    Vardas8931     3.93                x.xx                
Pavarde9233    Vardas9233     3.93                x.xx                
Pavarde1783    Vardas1783     3.93                x.xx                
Pavarde9356    Vardas9356     3.93                x.xx                
Pavarde7675    Vardas7675     3.93                x.xx                
Pavarde4122    Vardas4122     3.93                x.xx                
Pavarde9442    Vardas9442     3.93                x.xx                
Pavarde4966    Vardas4966     3.93                x.xx                
Pavarde9603    Vardas9603     3.93                x.xx                
Pavarde9364    Vardas9364     3.93                x.xx                
Pavarde8915    Vardas8915     3.93                x.xx                
Pavarde4723    Vardas4723     3.93                x.xx                
Pavarde3422    Vardas3422     3.93                x.xx                
Pavarde4655    Vardas4655     3.93                x.xx                
Pavarde3874    Vardas3874     3.93                x.xx                
Pavarde360     Vardas360      3.93                x.xx                
Pavarde5722    Vardas5722     3.93                x.xx                
Pavarde8845    Vardas8845     3.95                x.xx                
Pavarde5277    Vardas5277     3.95                x.xx                
Pavarde152     Vardas152      3.95                x.xx                
Pavarde5610    Vardas5610     3.95                x.xx                
Pavarde6854    Vardas6854     3.95                x.xx                
Pavarde728     Vardas728      3.95                x.xx                
Pavarde9822    Vardas9822     3.95                x.xx                
Pavarde8188    Vardas8188     3.95                x.xx                
Pavarde7799    Vardas7799     3.95                x.xx                
Pavarde726     Vardas726      3.95                x.xx                
Pavarde5865    Vardas5865     3.96                x.xx                
Pavarde5830    Vardas5830     3.96                x.xx                
Pavarde8458    Vardas8458     3.96                x.xx                
Pavarde7916    Vardas7916     3.96                x.xx                
Pavarde8829    Vardas8829     3.96                x.xx                
Pavarde4525    Vardas4525     3.96                x.xx                
Pavarde8744    Vardas8744     3.96                x.xx                
Pavarde926     Vardas926      3.96                x.xx                
Pavarde6931    Vardas6931     3.96                x.xx                
Pavarde8771    Vardas8771     3.96                x.xx                
Pavarde6094    Vardas6094     3.96                x.xx                
Pavarde5281    Vardas5281     3.96                x.xx                
Pavarde9239    Vardas9239     3.96                x.xx                
Pavarde9971    Vardas9971     3.96                x.xx                
Pavarde2680    Vardas2680     3.96                x.xx                
Pavarde7321    Vardas7321     3.96                x.xx                
Pavarde9275    Vardas9275     3.96                x.xx                
Pavarde7047    Vardas7047     3.96                x.xx                
Pavarde6655    Vardas6655     3.96                x.xx                
Pavarde6119    Vardas6119     3.96                x.xx                
Pavarde4027    Vardas4027     3.96                x.xx                
Pavarde139     Vardas139      3.96                x.xx                
Pavarde6519    Vardas6519     3.96                x.xx                
Pavarde1637    Vardas1637     3.96                x.xx                
Pavarde9699    Vardas9699     3.96                x.xx                
Pavarde8193    Vardas8193     3.96                x.xx                
Pavarde4579    Vardas4579     3.96                x.xx                
Pavarde9662    Vardas9662     3.96                x.xx                
Pavarde2040    Vardas2040     3.96                x.xx                
Pavarde386     Vardas386      3.96                x.xx                
Pavarde3939    Vardas3939     3.96                x.xx                
Pavarde8867    Vardas8867     3.97                x.xx                
Pavarde9902    Vardas9902     3.97                x.xx                
Pavarde5257    Vardas5257     3.97                x.xx                
Pavarde2688    Vardas2688     3.97                x.xx                
Pavarde9265    Vardas9265     3.97                x.xx                
Pavarde4441    Vardas4441     3.97                x.xx                
Pavarde3466    Vardas3466     3.97                x.xx                
Pavarde7229    Vardas7229     3.99                x.xx                
Pavarde9289    Vardas9289     3.99                x.xx                
Pavarde337     Vardas337      3.99                x.xx                
Pavarde2552    Vardas2552     3.99                x.xx                
Pavarde5030    Vardas5030     3.99                x.xx                
Pavarde8653    Vardas8653     3.99                x.xx                
Pavarde2788    Vardas2788     3.99                x.xx                
Pavarde5197    Vardas5197     3.99                x.xx                
Pavarde3568    Vardas3568     3.99                x.xx                
Pavarde4197    Vardas4197     3.99                x.xx                
Pavarde1159    Vardas1159     3.99                x.xx                
Pavarde1131    Vardas1131     3.99                x.xx                
Pavarde1718    Vardas1718     3.99                x.xx                
Pavarde9595    Vardas9595     3.99                x.xx                
Pavarde5295    Vardas5295     3.99                x.xx                
Pavarde1595    Vardas1595     3.99                x.xx                
Pavarde3148    Vardas3148     3.99                x.xx                
Pavarde1548    Vardas1548     3.99                x.xx                
Pavarde7979    Vardas7979     3.99                x.xx                
Pavarde1543    Vardas1543     3.99                x.xx                
Pavarde2164    Vardas2164     3.99                x.xx                
Pavarde5406    Vardas5406     3.99                x.xx                
Pavarde4439    Vardas4439     3.99                x.xx                
Pavarde9622    Vardas9622     3.99                x.xx                
Pavarde988     Vardas988      3.99                x.xx                
Pavarde7649    Vardas7649     3.99                x.xx                
Pavarde9504    Vardas9504     3.99                x.xx                
Pavarde2245    Vardas2245     3.99                x.xx                
Pavarde7560    Vardas7560     3.99                x.xx                
Pavarde2246    Vardas2246     3.99                x.xx                
Pavarde7450    Vardas7450     3.99                x.xx                
Pavarde687     Vardas687      3.99                x.xx                
Pavarde3840    Vardas3840     3.99                x.xx                
Pavarde3933    Vardas3933     3.99                x.xx                
Pavarde6042    Vardas6042     3.99                x.xx                
Pavarde217     Vardas217      3.99                x.xx                
Pavarde7245    Vardas7245     3.99                x.xx                
Pavarde303     Vardas303      3.99                x.xx                
Pavarde5232    Vardas5232     4.00                x.xx                
Pavarde2975    Vardas2975     4.00                x.xx                
Pavarde321     Vardas321      4.00                x.xx                
Pavarde7494    Vardas7494     4.00                x.xx                
Pavarde2154    Vardas2154     4.01                x.xx                
Pavarde4551    Vardas4551     4.01                x.xx                
Pavarde4932    Vardas4932     4.01                x.xx                
Pavarde7954    Vardas7954     4.01                x.xx                
Pavarde3377    Vardas3377     4.01                x.xx                
Pavarde7946    Vardas7946     4.01                x.xx                
Pavarde3445    Vardas3445     4.01                x.xx                
Pavarde7824    Vardas7824     4.01                x.xx                
Pavarde3232    Vardas3232     4.01                x.xx                
Pavarde350     Vardas350      4.01                x.xx                
Pavarde3942    Vardas3942     4.01                x.xx                
Pavarde8393    Vardas8393     4.01                x.xx                
Pavarde8307    Vardas8307     4.01                x.xx                
Pavarde2304    Vardas2304     4.01                x.xx                
Pavarde1604    Vardas1604     4.01                x.xx                
Pavarde7305    Vardas7305     4.01                x.xx                
Pavarde2978    Vardas2978     4.01                x.xx                
Pavarde6196    Vardas6196     4.01                x.xx                
Pavarde912     Vardas912      4.01                x.xx                
Pavarde4560    Vardas4560     4.01                x.xx                
Pavarde2700    Vardas2700     4.01                x.xx                
Pavarde2209    Vardas2209     4.01                x.xx                
Pavarde9050    Vardas9050     4.01                x.xx                
Pavarde2528    Vardas2528     4.01                x.xx                
Pavarde2011    Vardas2011     4.01                x.xx                
Pavarde9034    Vardas9034     4.01                x.xx                
Pavarde3378    Vardas3378     4.01                x.xx                
Pavarde4444    Vardas4444     4.01                x.xx                
Pavarde4914    Vardas4914     4.01                x.xx                
Pavarde1950    Vardas1950     4.03                x.xx                
Pavarde2820    Vardas2820     4.03                x.xx                
Pavarde3635    Vardas3635     4.03                x.xx                
Pavarde8496    Vardas8496     4.03                x.xx                
Pavarde4191    Vardas4191     4.03                x.xx                
Pavarde8229    Vardas8229     4.03                x.xx                
Pavarde5866    Vardas5866     4.03                x.xx                
Pavarde2777    Vardas2777     4.03                x.xx                
Pavarde1056    Vardas1056     4.03                x.xx                
Pavarde1863    Vardas1863     4.03                x.xx                
Pavarde3319    Vardas3319     4.03                x.xx                
Pavarde6728    Vardas6728     4.03                x.xx                
Pavarde6309    Vardas6309     4.03                x.xx                
Pavarde1722    Vardas1722     4.04                x.xx                
Pavarde8562    Vardas8562     4.04                x.xx                
Pavarde5181    Vardas5181     4.04                x.xx                
Pavarde4824    Vardas4824     4.04                x.xx                
Pavarde5935    Vardas5935     4.04                x.xx                
Pavarde705     Vardas705      4.04                x.xx                
Pavarde8709    Vardas8709     4.04                x.xx                
Pavarde6756    Vardas6756     4.04                x.xx                
Pavarde8257    Vardas8257     4.04                x.xx                
Pavarde5889    Vardas5889     4.04                x.xx                
Pavarde6440    Vardas6440     4.04                x.xx                
Pavarde4783    Vardas4783     4.04                x.xx                
Pavarde1139    Vardas1139     4.04                x.xx                
Pavarde6730    Vardas6730     4.04                x.xx                
Pavarde2666    Vardas2666     4.04                x.xx                
Pavarde8849    Vardas8849     4.04                x.xx                
Pavarde8932    Vardas8932     4.04                x.xx                
Pavarde8383    Vardas8383     4.04                x.xx                
Pavarde7711    Vardas7711     4.04                x.xx                
Pavarde7365    Vardas7365     4.04                x.xx                
Pavarde464     Vardas464      4.04                x.xx                
Pavarde6561    Vardas6561     4.04                x.xx                
Pavarde9343    Vardas9343     4.04                x.xx                
Pavarde6236    Vardas6236     4.04                x.xx                
Pavarde7495    Vardas7495     4.04                x.xx                
Pavarde1439    Vardas1439     4.04                x.xx                
Pavarde9632    Vardas9632     4.04                x.xx                
Pavarde5597    Vardas5597     4.04                x.xx                
Pavarde6029    Vardas6029     4.04                x.xx                
Pavarde5721    Vardas5721     4.05                x.xx                
Pavarde3891    Vardas3891     4.05                x.xx                
Pavarde5914    Vardas5914     4.05                x.xx                
Pavarde1316    Vardas1316     4.05                x.xx                
Pavarde9011    Vardas9011     4.05                x.xx                
Pavarde7323    Vardas7323     4.05                x.xx                
Pavarde1737    Vardas1737     4.05                x.xx                
Pavarde2450    Vardas2450     4.05                x.xx                
Pavarde2093    Vardas2093     4.05                x.xx                
Pavarde3709    Vardas3709     4.07                x.xx                
Pavarde7925    Vardas7925     4.07                x.xx                
Pavarde632     Vardas632      4.07                x.xx                
Pavarde9938    Vardas9938     4.07                x.xx                
Pavarde1926    Vardas1926     4.07                x.xx                
Pavarde3217    Vardas3217     4.07                x.xx                
Pavarde8640    Vardas8640     4.07                x.xx                
Pavarde6020    Vardas6020     4.07                x.xx                
Pavarde7701    Vardas7701     4.07                x.xx                
Pavarde6999    Vardas6999     4.07                x.xx                
Pavarde7599    Vardas7599     4.07                x.xx                
Pavarde5402    Vardas5402     4.07                x.xx                
Pavarde4956    Vardas4956     4.07                x.xx                
Pavarde7067    Vardas7067     4.07                x.xx                
Pavarde7570    Vardas7570     4.07                x.xx                
Pavarde2019    Vardas2019     4.07                x.xx                
Pavarde6752    Vardas6752     4.07                x.xx                
Pavarde4602    Vardas4602     4.07                x.xx                
Pavarde4424    Vardas4424     4.07                x.xx                
Pavarde6968    Vardas6968     4.07                x.xx                
Pavarde8434    Vardas8434     4.07                x.xx                
Pavarde1921    Vardas1921     4.07                x.xx                
Pavarde6919    Vardas6919     4.07                x.xx                
Pavarde203     Vardas203      4.07                x.xx                
Pavarde290     Vardas290      4.07                x.xx                
Pavarde3042    Vardas3042     4.08                x.xx                
Pavarde3498    Vardas3498     4.08                x.xx                
Pavarde8513    Vardas8513     4.08                x.xx                
Pavarde5950    Vardas5950     4.08                x.xx                
Pavarde8998    Vardas8998     4.08                x.xx                
Pavarde8351    Vardas8351     4.08                x.xx                
Pavarde9940    Vardas9940     4.08                x.xx                
Pavarde6096    Vardas6096     4.08                x.xx                
Pavarde6552    Vardas6552     4.08                x.xx                
Pavarde7652    Vardas7652     4.09                x.xx                
Pavarde1384    Vardas1384     4.09                x.xx                
Pavarde3656    Vardas3656     4.09                x.xx                
Pavarde5069    Vardas5069     4.09                x.xx                
Pavarde1549    Vardas1549     4.09                x.xx                
Pavarde1152    Vardas1152     4.09                x.xx                
Pavarde432     Vardas432      4.09                x.xx                
Pavarde2844    Vardas2844     4.09                x.xx                
Pavarde6568    Vardas6568     4.09                x.xx                
Pavarde3105    Vardas3105     4.09                x.xx                
Pavarde8165    Vardas8165     4.09                x.xx                
Pavarde1388    Vardas1388     4.09                x.xx                
Pavarde1959    Vardas1959     4.09                x.xx                
Pavarde3571    Vardas3571     4.09                x.xx                
Pavarde9613    Vardas9613     4.09                x.xx                
Pavarde7792    Vardas7792     4.09                x.xx                
Pavarde1419    Vardas1419     4.09                x.xx                
Pavarde7470    Vardas7470     4.09                x.xx                
Pavarde1455    Vardas1455     4.09                x.xx                
Pavarde4877    Vardas4877     4.09                x.xx                
Pavarde9310    Vardas9310     4.09                x.xx                
Pavarde2367    Vardas2367     4.09                x.xx                
Pavarde5395    Vardas5395     4.09                x.xx                
Pavarde4615    Vardas4615     4.09                x.xx                
Pavarde6365    Vardas6365     4.09                x.xx                
Pavarde490     Vardas490      4.09                x.xx                
Pavarde5543    Vardas5543     4.09                x.xx                
Pavarde5709    Vardas5709     4.09                x.xx                
Pavarde7980    Vardas7980     4.09                x.xx                
Pavarde6322    Vardas6322     4.09                x.xx                
Pavarde6922    Vardas6922     4.09                x.xx                
Pavarde1400    Vardas1400     4.09                x.xx                
Pavarde9658    Vardas9658     4.09                x.xx                
Pavarde1435    Vardas1435     4.09                x.xx                
Pavarde125     Vardas125      4.09                x.xx                
Pavarde3100    Vardas3100     4.09                x.xx                
Pavarde248     Vardas248      4.09                x.xx                
Pavarde77      Vardas77       4.09                x.xx                
Pavarde3530    Vardas3530     4.09                x.xx                
Pavarde3477    Vardas3477     4.09                x.xx                
Pavarde4474    Vardas4474     4.11                x.xx                
Pavarde9820    Vardas9820     4.11                x.xx                
Pavarde8688    Vardas8688     4.11                x.xx                
Pavarde1006    Vardas1006     4.11                x.xx                
Pavarde9023    Vardas9023     4.11                x.xx                
Pavarde1366    Vardas1366     4.11                x.xx                
Pavarde9024    Vardas9024     4.11                x.xx                
Pavarde1624    Vardas1624     4.11                x.xx                
Pavarde4978    Vardas4978     4.11                x.xx                
Pavarde208     Vardas208      4.11                x.xx                
Pavarde4167    Vardas4167     4.11                x.xx                
Pavarde9893    Vardas9893     4.11                x.xx                
Pavarde9163    Vardas9163     4.11                x.xx                
Pavarde6206    Vardas6206     4.12                x.xx                
Pavarde2160    Vardas2160     4.12                x.xx                
Pavarde8927    Vardas8927     4.12                x.xx                
Pavarde1214    Vardas1214     4.12                x.xx                
Pavarde8850    Vardas8850     4.12                x.xx                
Pavarde393     Vardas393      4.12                x.xx                
Pavarde3859    Vardas3859     4.12                x.xx                
Pavarde7182    Vardas7182     4.12                x.xx                
Pavarde389     Vardas389      4.12                x.xx                
Pavarde3566    Vardas3566     4.12                x.xx                
Pavarde953     Vardas953      4.12                x.xx                
Pavarde4029    Vardas4029     4.12                x.xx                
Pavarde2471    Vardas2471     4.12                x.xx                
Pavarde1112    Vardas1112     4.12                x.xx                
Pavarde9033    Vardas9033     4.12                x.xx                
Pavarde2972    Vardas2972     4.12                x.xx                
Pavarde7196    Vardas7196     4.12                x.xx                
Pavarde7163    Vardas7163     4.12                x.xx                
Pavarde4837    Vardas4837     4.12                x.xx                
Pavarde6749    Vardas6749     4.12                x.xx                
Pavarde9105    Vardas9105     4.12                x.xx                
Pavarde2483    Vardas2483     4.12                x.xx                
Pavarde9884    Vardas9884     4.12                x.xx                
Pavarde101     Vardas101      4.12                x.xx                
Pavarde5429    Vardas5429     4.12                x.xx                
Pavarde8878    Vardas8878     4.12                x.xx                
Pavarde1982    Vardas1982     4.12                x.xx                
Pavarde1053    Vardas1053     4.12                x.xx                
Pavarde6939    Vardas6939     4.12                x.xx                
Pavarde2145    Vardas2145     4.12                x.xx                
Pavarde3152    Vardas3152     4.12                x.xx                
Pavarde8537    Vardas8537     4.12                x.xx                
Pavarde8694    Vardas8694     4.12                x.xx                
Pavarde3369    Vardas3369     4.12                x.xx                
Pavarde7990    Vardas7990     4.12                x.xx                
Pavarde8671    Vardas8671     4.12                x.xx                
Pavarde1782    Vardas1782     4.12                x.xx                
Pavarde7642    Vardas7642     4.13                x.xx                
Pavarde3928    Vardas3928     4.13                x.xx                
Pavarde7762    Vardas7762     4.13                x.xx                
Pavarde8194    Vardas8194     4.13                x.xx                
Pavarde7314    Vardas7314     4.13                x.xx                
Pavarde1661    Vardas1661     4.13                x.xx                
Pavarde605     Vardas605      4.13                x.xx                
Pavarde2115    Vardas2115     4.13                x.xx                
Pavarde2743    Vardas2743     4.13                x.xx                
Pavarde5360    Vardas5360     4.15                x.xx                
Pavarde8522    Vardas8522     4.15                x.xx                
Pavarde8533    Vardas8533     4.15                x.xx                
Pavarde5161    Vardas5161     4.15                x.xx                
Pavarde8801    Vardas8801     4.15                x.xx                
Pavarde2114    Vardas2114     4.15                x.xx                
Pavarde5479    Vardas5479     4.15                x.xx                
Pavarde5918    Vardas5918     4.15                x.xx                
Pavarde5620    Vardas5620     4.15                x.xx                
Pavarde7669    Vardas7669     4.15                x.xx                
Pavarde2559    Vardas2559     4.15                x.xx                
Pavarde2097    Vardas2097     4.15                x.xx                
Pavarde3384    Vardas3384     4.15                x.xx                
Pavarde7610    Vardas7610     4.15                x.xx                
Pavarde4495    Vardas4495     4.15                x.xx                
Pavarde7815    Vardas7815     4.15                x.xx                
Pavarde9445    Vardas9445     4.15                x.xx                
Pavarde701     Vardas701      4.15                x.xx                
Pavarde6845    Vardas6845     4.15                x.xx                
Pavarde7354    Vardas7354     4.15                x.xx                
Pavarde1693    Vardas1693     4.15                x.xx                
Pavarde4839    Vardas4839     4.15                x.xx                
Pavarde618     Vardas618      4.15                x.xx                
Pavarde7243    Vardas7243     4.15                x.xx                
Pavarde2295    Vardas2295     4.15                x.xx                
Pavarde7120    Vardas7120     4.15                x.xx                
Pavarde552     Vardas552      4.15                x.xx                
Pavarde657     Vardas657      4.15                x.xx                
Pavarde8310    Vardas8310     4.16                x.xx                
Pavarde869     Vardas869      4.16                x.xx                
Pavarde1708    Vardas1708     4.16                x.xx                
Pavarde8088    Vardas8088     4.16                x.xx                
Pavarde9058    Vardas9058     4.16                x.xx                
Pavarde4519    Vardas4519     4.16                x.xx                
Pavarde5728    Vardas5728     4.16                x.xx                
Pavarde5275    Vardas5275     4.16                x.xx                
Pavarde1741    Vardas1741     4.16                x.xx                
Pavarde7153    Vardas7153     4.16                x.xx                
Pavarde2410    Vardas2410     4.16                x.xx                
Pavarde4771    Vardas4771     4.16                x.xx                
Pavarde5403    Vardas5403     4.16                x.xx                
Pavarde2970    Vardas2970     4.16                x.xx                
Pavarde8016    Vardas8016     4.16                x.xx                
Pavarde9381    Vardas9381     4.17                x.xx                
Pavarde2362    Vardas2362     4.17                x.xx                
Pavarde602     Vardas602      4.17                x.xx                
Pavarde2683    Vardas2683     4.17                x.xx                
Pavarde1313    Vardas1313     4.17                x.xx                
Pavarde4074    Vardas4074     4.17                x.xx                
Pavarde6414    Vardas6414     4.17                x.xx                
Pavarde42      Vardas42       4.17                x.xx                
Pavarde28      Vardas28       4.17                x.xx                
Pavarde4851    Vardas4851     4.17                x.xx                
Pavarde2675    Vardas2675     4.17                x.xx                
Pavarde8418    Vardas8418     4.17                x.xx                
Pavarde1263    Vardas1263     4.17                x.xx                
Pavarde5776    Vardas5776     4.17                x.xx                
Pavarde5254    Vardas5254     4.17                x.xx                
Pavarde9398    Vardas9398     4.17                x.xx                
Pavarde1777    Vardas1777     4.17                x.xx                
Pavarde5570    Vardas5570     4.17                x.xx                
Pavarde6183    Vardas6183     4.17                x.xx                
Pavarde4207    Vardas4207     4.17                x.xx                
